San Diego,https://usdtoreros.com/roster.aspx?roster=1235&path=wsoc
San Diego State,https://goaztecs.com/roster.aspx?path=wsoc
San Francisco,https://usfdons.com/roster.aspx?roster=210&path=wsoc
San Jose State,https://sjsuspartans.com/roster.aspx?path=wsoc
Santa Clara,https://www.santaclarabroncos.com/sports/w-soccer/2018-19/roster
Seattle,https://gohuskies.com/roster.aspx?roster=155&path=wsoc
Seton Hall,https://shupirates.com/roster.aspx?roster=95&path=wsoc
Siena,https://sienasaints.com/roster.aspx?roster=1219&path=wsoc
SIU Edwardsville,https://www.siuecougars.com/sports/w-soccer/2018-19/roster
SMU,https://smumustangs.com/roster.aspx?roster=2231&path=wsoc
South Alabama,https://usajaguars.com/schedule.aspx?schedule=266
South Carolina,https://gamecocksonline.com/roster.aspx?roster=183&path=wsoc
South Carolina State,https://www.scsuathletics.com/roster.aspx?roster=239
South Dakota,https://goyotes.com/roster.aspx?roster=332&path=wsoc
South Dakota State,https://gojacks.com/index.aspx?path=wsoc
South Florida,https://gousfbulls.com/roster.aspx?roster=328&path=wsoc
Southeast Missouri State,https://gosoutheast.com/roster.aspx?roster=237&path=
Southeastern Louisiana,https://lionsports.net/roster.aspx?roster=180&path=wsoc
Southern,https://www.southernmainehuskies.com/sports/wsoc/2018-19/roster
Southern Miss,https://southernmiss.com/roster.aspx?roster=94&path=wsoc
Southern Utah,https://suutbirds.com/roster.aspx?path=wsoc
Stanford,https://gostanford.com/roster.aspx?roster=674&path=wsoc
Stephen F. Austin,https://sfajacks.com/roster.aspx?roster=67&path=wsoc
Stetson,https://gohatters.com/roster.aspx?roster=270&path=wsoc
Stony Brook,https://stonybrookathletics.com/roster.aspx?roster=206&path=wsoc
Syracuse,https://cuse.com/roster.aspx?roster=470&path=wsoccer
TCU,https://gofrogs.com/roster.aspx?roster=144&path=wsoc
Temple,https://owlsports.com/roster.aspx?roster=347&path=wsoc
Tennessee,https://utsports.com/roster.aspx?roster=1173&path=wsoc
Tennessee Tech,http://www.ttusports.com/sports/wsoc/2018-19/roster
Texas,https://texassports.com/roster.aspx?roster=308&path=wsoc
Texas A&M,https://12thman.com/roster.aspx?roster=173&path=wsoc
Texas A&M Corpus ,https://goislanders.com/roster.aspx?path=wsoc
Texas Southern,https://tsusports.com/roster.aspx?path=wsoc
Texas State,https://txstatebobcats.com/roster.aspx?roster=239&path=wsoc
Texas Tech,https://texastech.com/roster.aspx?roster=170
The Citadel,https://citadelsports.com/roster.aspx?path=wsoc
Toledo,https://utrockets.com/roster.aspx?roster=222&path=wsoc
Towson,https://towsontigers.com/roster.aspx?roster=314&path=wsoc
Troy,https://troytrojans.com/roster.aspx?roster=280&path=wsoc
Tulsa,https://tulsahurricane.com/roster.aspx?roster=1254&path=wsoc
UAB,https://uabsports.com/roster.aspx?roster=2222&path=wsoc
UC Davis,https://ucdavisaggies.com/roster.aspx?roster=118&path=wsoc
UC Irvine,https://ucirvinesports.com/roster.aspx?path=wsoc
UC Riverside,https://gohighlanders.com/roster.aspx?path=wsoc
UC Santa Barbara,http://www.ucsbgauchos.com/sports/w-soccer/2018-19/roster
UCF,http://ucfknights.com/SportSelect.dbml?DB_OEM_ID=34100&SPID=181614&SPSID=1115440
UCLA,https://uclabruins.com/roster.aspx?rp_id=8168
UIC,https://uicflames.com/roster.aspx?roster=1201&path=wsoc
UMass,https://umassathletics.com/roster.aspx?roster=275&path=wsoc
UMass Lowell,https://goriverhawks.com/roster.aspx?roster=213&path=wsoc
UMBC,http://umbcretrievers.com/sports/wsoc/2018-19/roster
UMKC,http://www.umkckangaroos.com/SportSelect.dbml?DB_OEM_ID=18300&SPID=12749&SPSID=104113
UNC Asheville,https://uncabulldogs.com/roster.aspx?path=wsoc
UNC Greensboro,http://www.uncgspartans.com/SportSelect.dbml?DB_OEM_ID=32200&SPID=137646&SPSID=810434
UNC Wilmington,https://uncwsports.com/roster.aspx?roster=221&path=wsoc
UNLV,https://unlvrebels.com/roster.aspx?roster=319&path=wsoc
USC,https://usctrojans.com/roster.aspx?rp_id=8788
USC Upstate,https://www.upstatespartans.com/sports/w-soccer/2018-19/roster
UT Martin,https://utmsports.com/roster.aspx?roster=28&path=wsoc
Utah,https://utahutes.com/roster.aspx?roster=213&path=wsoc
Utah State,https://utahstateaggies.com/roster.aspx?roster=59&path=wsoc
Utah Valley,https://gouvu.com/roster.aspx?path=wsoc
UTEP,https://utepathletics.com/roster.aspx?roster=1131&path=wsoc
UTRGV,https://goutrgv.com/index.aspx?path=wsoc
UTSA,https://goutsa.com/roster.aspx?path=wsoc
Valparaiso,http://www.valpoathletics.com/wsoccer/roster/2011-12/
Vanderbilt,https://vucommodores.com/roster.aspx?rp_id=4468
VCU,http://www.vcuathletics.com/sports/wsoc/2018-19/roster
Vermont,https://uvmathletics.com/roster.aspx?roster=1169&path=wsoc
Villanova,https://villanova.com/roster.aspx?roster=253&path=wsoc
Virginia,https://virginiasports.com/roster.aspx?roster=116&path=wsoc
Virginia Tech,https://hokiesports.com/roster.aspx?roster=270&path=wsoc
VMI,http://www.vmikeydets.com/SportSelect.dbml?DB_OEM_ID=9800&SPID=3899&SPSID=43862
Wagner,https://wagnerathletics.com/roster.aspx?path=wsoc
Wake Forest,https://wakeforestsports.com/roster.aspx?roster=152&path=wsoc
Washington,https://gohuskies.com/roster.aspx?roster=155&path=wsoc
Washington State,https://wsucougars.com/roster.aspx?roster=1167&path=wsoc
Weber State,https://weberstatesports.com/roster.aspx?roster=171&path=wsoc
West Virginia,https://wvusports.com/roster.aspx?roster=79&path=wsoc
Western Carolina,http://www.catamountsports.com/SportSelect.dbml?&DB_OEM_ID=12100&SPID=5010&SPSID=50247
Western Illinois,https://goleathernecks.com/roster.aspx?path=wsoc
Western Kentucky,http://wkusports.com/roster.aspx?roster=65&path=wsoc
Western Michigan,https://wmubroncos.com/roster.aspx?roster=1212&path=wsoc
William & Mary,https://tribeathletics.com/index.aspx?path=wsoc
Winthrop,https://winthropeagles.com/roster.aspx?path=wten
Wisconsin,https://uwbadgers.com/roster.aspx?roster=208&path=wsoc
Wofford,https://woffordterriers.com/roster.aspx?roster=301&path=wsoc
Wright State,https://wsuraiders.com/roster.aspx?roster=172&path=wsoc
Wyoming,https://gowyo.com/roster.aspx?roster=95&path=wsoc
Xavier,https://goxavier.com/roster.aspx?roster=2206&path=wsoc
Yale,http://www.yalebulldogs.com/sports/w-soccer/2018-19/roster
Youngstown State,http://www.ysusports.com/sports/wsoc/2018-19/roster
